-035	2.221	2.257	56.41	57.33	.067	.073	1.70	1.85	.0279	0.457
-036	2.346	2.382	59.59	60.50	.067	.073	1.70	1.85	.0294	0.482
-037	2.471	2.507	62.76	63.68	.067	.073	1.70	1.85	.0309	0.506
-038	2.594	2.634	65.89	66.90	.067	.073	1.70	1.85	.0325	0.533
-039	2.719	2.759	69.06	70.08	.067	.073	1.70	1.85	.0340	0.557
-040	2.844	2.884	72.24	73.25	.067	.073	1.70	1.85	.0355	0.582
-041	2.965	3.013	75.31	76.53	.067	.073	1.70	1.85	.0370	0.606
-042	3.215	3.263	81.66	82.88	.067	.073	1.70	1.85	.0400	0.655
-043	3.465	3.513	88.01	89.23	.067	.073	1.70	1.85	.0430	0.705
-044	3.712	3.766	94.28	95.66	.067	.073	1.70	1.85	.0461	0.755
-045	3.962	4.016	100.63	102.01	.067	.073	1.70	1.85	.0491	0.805
-046	4.209	4.269	106.91	108.43	.067	.073	1.70	1.85	.0521	0.854
-047	4.459	4.519	113.26	114.78	.067	.073	1.70	1.85	.0551	0.903
-048	4.709	4.769	119.61	121.13	.067	.073	1.70	1.85	.0581	0.952
-049	4.952	5.026	125.78	127.66	.067	.073	1.70	1.85	.0612	1.003
-050	5.202	5.276	132.13	134.01	.067	.073	1.70	1.85	.0642	1.052
-102	.044	.054	1.12	1.37	.100	.106	2.54	2.69	.0040	0.066
-103	.076	.086	1.93	2.18	.100	.106	2.54	2.69	.0048	0.079
-104	.107	.117	2.72	2.97	.100	.106	2.54	2.69	.0056	0.092
-105	.138	.148	3.51	3.76	.100	.106	2.54	2.69	.0064	0.105
-106	.169	.179	4.29	4.55	.100	.106	2.54	2.69	.0073	0.120
-107	.201	.211	5.11	5.36	.100	.106	2.54	2.69	.0081	0.133
-108	.232	.242	5.89	6.15	.100	.106	2.54	2.69	.0089	0.146
-109	.294	.304	7.47	7.72	.100	.106	2.54	2.69	.0105	0.172
-110	.357	.367	9.07	9.32	.100	.106	2.54	2.69	.0122	0.200
-111	.419	.429	10.64	10.90	.100	.106	2.54	2.69	.0138	0.226
-112	.482	.492	12.24	12.50	.100	.106	2.54	2.69	.0154	0.252
-113	.542	.556	13.77	14.12	.100	.106	2.54	2.69	.0171	0.280
-114	.603	.621	15.32	15.77	.100	.106	2.54	2.69	.0187	0.306
-115	.665	.683	16.89	17.35	.100	.106	2.54	2.69	.0203	0.333
-116	.728	.746	18.49	18.95	.100	.106	2.54	2.69	.0220	0.361
-117	.789	.809	20.04	20.55	.100	.106	2.54	2.69	.0236	0.387
-118	.852	.872	21.64	22.15	.100	.106	2.54	2.69	.0253	0.415
-119	.914	.934	23.22	23.72	.100	.106	2.54	2.69	.0269	0.441
-120	.977	.997	24.82	25.32	.100	.106	2.54	2.69	.0285	0.467
-121	1.039	1.059	26.39	26.90	.100	.106	2.54	2.69	.0302	0.495
-122	1.102	1.122	27.99	28.50	.100	.106	2.54	2.69	.0318	0.521
-123	1.162	1.186	29.51	30.12	.100	.106	2.54	2.69	.0334	0.547
-124	1.225	1.249	31.12	31.72	.100	.106	2.54	2.69	.0351	0.575
-125	1.287	1.311	32.69	33.30	.100	.106	2.54	2.69	.0367	0.601
-126	1.350	1.374	34.29	34.90	.100	.106	2.54	2.69	.0383	0.628
-127	1.412	1.436	35.86	36.47	.100	.106	2.54	2.69	.0400	0.655
-128	1.475	1.499	37.46	38.07	.100	.106	2.54	2.69	.0416	0.682
-129	1.534	1.564	38.96	39.73	.100	.106	2.54	2.69	.0432	0.708
-130	1.597	1.627	40.56	41.33	.100	.106	2.54	2.69	.0449	0.736
-131	1.659	1.689	42.14	42.90	.100	.106	2.54	2.69	.0465	0.762
-132	1.722	1.752	43.74	44.50	.100	.106	2.54	2.69	.0482	0.790
-133	1.784	1.814	45.31	46.08	.100	.106	2.54	2.69	.0498	0.816
-134	1.847	1.877	46.91	47.68	.100	.106	2.54	2.69	.0514	0.842
-135	1.908	1.942	48.46	49.33	.100	.106	2.54	2.69	.0531	0.870
-136	1.970	2.004	50.04	50.90	.100	.106	2.54	2.69	.0547	0.896
-137	2.033	2.067	51.64	52.50	.100	.106	2.54	2.69	.0564	0.924
-138	2.095	2.129	53.21	54.08	.100	.106	2.54	2.69	.0580	0.950
-139	2.158	2.192	54.81	55.68	.100	.106	2.54	2.69	.0596	0.977
-140	2.220	2.254	56.39	57.25	.100	.106	2.54	2.69	.0613	1.005
-141	2.280	2.320	57.91	58.93	.100	.106	2.54	2.69	.0629	1.031
-142	2.342	2.382	59.49	60.50	.100	.106	2.54	2.69	.0645	1.057
-143	2.405	2.445	61.09	62.10	.100	.106	2.54	2.69	.0662	1.085
-144	2.467	2.507	62.66	63.68	.100	.106	2.54	2.69	.0678	1.111
-145	2.530	2.570	64.26	65.28	.100	.106	2.54	2.69	.0694	1.137
-146	2.592	2.632	65.84	66.85	.100	.106	2.54	2.69	.0711	1.165
-147	2.653	2.697	67.39	68.50	.100	.106	2.54	2.69	.0727	1.191
-148	2.715	2.759	68.96	70.08	.100	.106	2.54	2.69	.0743	1.218
-149	2.778	2.822	70.56	71.68	.100	.106	2.54	2.69	.0760	1.245
-150	2.840	2.884	72.14	73.25	.100	.106	2.54	2.69	.0776	1.272
-151	2.963	3.011	75.26	76.48	.100	.106	2.54	2.69	.0809	1.326
-152	3.213	3.261	81.61	82.83	.100	.106	2.54	2.69	.0874	1.432
-153	3.463	3.511	87.96	89.18	.100	.106	2.54	2.69	.0940	1.540
-154	3.709	3.765	94.21	95.63	.100	.106	2.54	2.69	.1005	1.647
-155	3.959	4.015	100.56	101.98	.100	.106	2.54	2.69	.1071	1.755
-156	4.207	4.267	106.86	108.38	.100	.106	2.54	2.69	.1136	1.862
-157	4.457	4.517	113.21	114.73	.100	.106	2.54	2.69	.1202	1.970
-158	4.707	4.767	119.56	121.08	.100	.106	2.54	2.69	.1267	2.076
-159	4.952	5.022	125.78	127.56	.100	.106	2.54	2.69	.1332	2.183
-160	5.202	5.272	132.13	133.91	.100	.106	2.54	2.69	.1398	2.291
-161	5.452	5.522	138.48	140.26	.100	.106	2.54	2.69	.1463	2.397
-162	5.702	5.772	144.83	146.61	.100	.106	2.54	2.69	.1529	2.506
-163	5.952	6.022	151.18	152.96	.100	.106	2.54	2.69	.1594	2.612
-164	6.197	6.277	157.40	159.44	.100	.106	2.54	2.69	.1660	2.720
-165	6.447	6.527	163.75	165.79	.100	.106	2.54	2.69	.1725	2.827
-166	6.697	6.777	170.10	172.14	.100	.106	2.54	2.69	.1790	2.933
-167	6.947	7.027	176.45	178.49	.100	.106	2.54	2.69	.1856	3.041
-168	7.192	7.282	182.68	184.96	.100	.106	2.54	2.69	.1921	3.148
-169	7.442	7.532	189.03	191.31	.100	.106	2.54	2.69	.1987	3.256
-170	7.692	7.782	195.38	197.66	.100	.106	2.54	2.69	.2052	3.363
-171	7.942	8.032	201.73	204.01	.100	.106	2.54	2.69	.2118	3.471
-172	8.187	8.287	207.95	210.49	.100	.106	2.54	2.69	.2183	3.577
-173	8.437	8.537	214.30	216.84	.100	.106	2.54	2.69	.2249	3.685
-174	8.687	8.787	220.65	223.19	.100	.106	2.54	2.69	.2314	3.792
-175	8.937	9.037	227.00	229.54	.100	.106	2.54	2.69	.2379	3.898
-176	9.182	9.292	233.22	236.02	.100	.106	2.54	2.69	.2445	4.007
-177	9.432	9.542	239.57	242.37	.100	.106	2.54	2.69	.2510	4.113
-178	9.682	9.792	245.92	248.72	.100	.106	2.54	2.69	.2576	4.221
-201	.166	.176	4.22	4.47	.135	.143	3.43	3.63	.0148	0.243
-202	.229	.239	5.82	6.07	.135	.143	3.43	3.63	.0178	0.292
-203	.291	.301	7.39	7.65	.135	.143	3.43	3.63	.0207	0.339
-204	.354	.364	8.99	9.25	.135	.143	3.43	3.63	.0237	0.388
-205	.416	.426	10.57	10.82	.135	.143	3.43	3.63	.0267	0.438
-206	.479	.489	12.17	12.42	.135	.143	3.43	3.63	.0297	0.487
-207	.539	.553	13.69	14.05	.135	.143	3.43	3.63	.0327	0.536
-208	.600	.618	15.24	15.70	.135	.143	3.43	3.63	.0357	0.586
-209	.662	.680	16.81	17.27	.135	.143	3.43	3.63	.0386	0.633
-210	.724	.744	18.39	18.90	.135	.143	3.43	3.63	.0416	0.682
-211	.786	.806	19.96	20.47	.135	.143	3.43	3.63	.0446	0.731
-212	.849	.869	21.56	22.07	.135	.143	3.43	3.63	.0476	0.780
-213	.911	.931	23.14	23.65	.135	.143	3.43	3.63	.0505	0.828
-214	.974	.994	24.74	25.25	.135	.143	3.43	3.63	.0535	0.877
-215	1.036	1.056	26.31	26.82	.135	.143	3.43	3.63	.0565	0.926
-216	1.097	1.121	27.86	28.47	.135	.143	3.43	3.63	.0595	0.975
-217	1.159	1.183	29.44	30.05	.135	.143	3.43	3.63	.0625	1.024
-218	1.222	1.246	31.04	31.65	.135	.143	3.43	3.63	.0655	1.073
-219	1.284	1.308	32.61	33.22	.135	.143	3.43	3.63	.0684	1.121
-220	1.347	1.371	34.21	34.82	.135	.143	3.43	3.63	.0714	1.170
-221	1.409	1.433	35.79	36.40	.135	.143	3.43	3.63	.0744	1.219
-222	1.469	1.499	37.31	38.07	.135	.143	3.43	3.63	.0774	1.268
-223	1.594	1.624	40.49	41.25	.135	.143	3.43	3.63	.0833	1.365
-224	1.719	1.749	43.66	44.42	.135	.143	3.43	3.63	.0893	1.463
-225	1.841	1.877	46.76	47.68	.135	.143	3.43	3.63	.0952	1.560
-226	1.966	2.002	49.94	50.85	.135	.143	3.43	3.63	.1012	1.658
-227	2.091	2.127	53.11	54.03	.135	.143	3.43	3.63	.1072	1.757
-228	2.214	2.254	56.24	57.25	.135	.143	3.43	3.63	.1131	1.853
-229	2.339	2.379	59.41	60.43	.135	.143	3.43	3.63	.1191	1.952
-230	2.464	2.504	62.59	63.60	.135	.143	3.43	3.63	.1250	2.048
-231	2.589	2.629	65.76	66.78	.135	.143	3.43	3.63	.1310	2.147
-232	2.710	2.758	68.83	70.05	.135	.143	3.43	3.63	.1370	2.245
-233	2.835	2.883	72.01	73.23	.135	.143	3.43	3.63	.1429	2.342
-234	2.960	3.008	75.18	76.40	.135	.143	3.43	3.63	.1489	2.440
-235	3.085	3.133	78.36	79.58	.135	.143	3.43	3.63	.1548	2.537
-236	3.210	3.258	81.53	82.75	.135	.143	3.43	3.63	.1608	2.635
-237	3.335	3.383	84.71	85.93	.135	.143	3.43	3.63	.1668	2.733
-238	3.460	3.508	87.88	89.10	.135	.143	3.43	3.63	.1727	2.830
-239	3.581	3.637	90.96	92.38	.135	.143	3.43	3.63	.1787	2.928
-240	3.706	3.762	94.13	95.55	.135	.143	3.43	3.63	.1846	3.025
-241	3.831	3.887	97.31	98.73	.135	.143	3.43	3.63	.1906	3.123
-242	3.956	4.012	100.48	101.90	.135	.143	3.43	3.63	.1966	3.222
-243	4.081	4.137	103.66	105.08	.135	.143	3.43	3.63	.2025	3.318
-244	4.204	4.264	106.76	108.31	.135	.143	3.43	3.63	.2085	3.417
-245	4.329	4.389	109.96	111.48	.135	.143	3.43	3.63	.2144	3.513
-246	4.454	4.514	113.13	114.66	.135	.143	3.43	3.63	.2204	3.612
-247	4.579	4.639	116.31	117.83	.135	.143	3.43	3.63	.2263	3.708
-248	4.704	4.764	119.48	121.01	.135	.143	3.43	3.63	.2323	3.807
-249	4.824	4.894	122.53	124.31	.135	.143	3.43	3.63	.2383	3.905
-250	4.949	5.019	125.70	127.48	.135	.143	3.43	3.63	.2442	4.002
-251	5.074	5.144	128.88	130.66	.135	.143	3.43	3.63	.2502	4.100
-252	5.199	5.269	132.05	133.83	.135	.143	3.43	3.63	.2561	4.197
-253	5.324	5.394	135.23	137.01	.135	.143	3.43	3.63	.2621	4.295
-254	5.449	5.519	138.40	140.18	.135	.143	3.43	3.63	.2681	4.393
-255	5.574	5.644	141.58	143.36	.135	.143	3.43	3.63	.2740	4.490
-256	5.699	5.769	144.75	146.53	.135	.143	3.43	3.63	.2800	4.588
-257	5.824	5.894	147.93	149.71	.135	.143	3.43	3.63	.2859	4.685
-258	5.949	6.019	151.10	152.88	.135	.143	3.43	3.63	.2919	4.783
-259	6.194	6.274	157.33	159.36	.135	.143	3.43	3.63	.3038	4.978
-260	6.444	6.524	163.68	165.71	.135	.143	3.43	3.63	.3157	5.173
-261	6.694	6.774	170.03	172.06	.135	.143	3.43	3.63	.3277	5.370
-262	6.944	7.024	176.38	178.41	.135	.143	3.43	3.63	.3396	5.565
-263	7.189	7.279	182.60	184.89	.135	.143	3.43	3.63	.3515	5.760
-264	7.439	7.529	188.95	191.24	.135	.143	3.43	3.63	.3634	5.955
-265	7.689	7.779	195.30	197.59	.135	.143	3.43	3.63	.3753	6.150
-266	7.939	8.029	201.65	203.94	.135	.143	3.43	3.63	.3872	6.345
-267	8.184	8.284	207.87	210.41	.135	.143	3.43	3.63	.3992	6.542
-268	8.434	8.534	214.22	216.76	.135	.143	3.43	3.63	.4111	6.737
-269	8.684	8.784	220.57	223.11	.135	.143	3.43	3.63	.4230	6.932
-270	8.934	9.034	226.92	229.46	.135	.143	3.43	3.63	.4349	7.127
-271	9.179	9.289	233.15	235.94	.135	.143	3.43	3.63	.4468	7.322
-272	9.429	9.539	239.50	242.29	.135	.143	3.43	3.63	.4588	7.518
-273	9.679	9.789	245.85	248.64	.135	.143	3.43	3.63	.4707	7.713
-274	9.929	10.039	252.20	254.99	.135	.143	3.43	3.63	.4826	7.908
-275	10.429	10.539	264.90	267.69	.135	.143	3.43	3.63	.5064	8.298
-276	10.919	11.049	277.34	280.64	.135	.143	3.43	3.63	.5303	8.690
-277	11.419	11.549	290.04	293.34	.135	.143	3.43	3.63	.5541	9.080
-278	11.919	12.049	302.74	306.04	.135	.143	3.43	3.63	.5779	9.470
-279	12.919	13.049	328.14	331.44	.135	.143	3.43	3.63	.6256	10.252
-280	13.919	14.049	353.54	356.84	.135	.143	3.43	3.63	.6733	11.033
-281	14.919	15.049	378.94	382.24	.135	.143	3.43	3.63	.7210	11.815
-282	15.880	16.030	403.35	407.16	.135	.143	3.43	3.63	.7672	12.572
-283	16.875	17.035	428.63	432.69	.135	.143	3.43	3.63	.8149	13.354
-284	17.870	18.040	453.90	458.22	.135	.143	3.43	3.63	.8626	14.136
-309	.407	.417	10.34	10.59	.205	.215	5.21	5.46	.0677	1.109
-310	.470	.480	11.94	12.19	.205	.215	5.21	5.46	.0745	1.221
-311	.530	.544	13.46	13.82	.205	.215	5.21	5.46	.0813	1.332
-312	.591	.609	15.01	15.47	.205	.215	5.21	5.46	.0881	1.444
-313	.653	.671	16.59	17.04	.205	.215	5.21	5.46	.0949	1.555
-314	.715	.735	18.16	18.67	.205	.215	5.21	5.46	.1017	1.667
-315	.777	.797	19.74	20.24	.205	.215	5.21	5.46	.1085	1.778
-316	.840	.860	21.34	21.84	.205	.215	5.21	5.46	.1153	1.889
-317	.902	.922	22.91	23.42	.205	.215	5.21	5.46	.1221	2.001
-318	.965	.985	24.51	25.02	.205	.215	5.21	5.46	.1289	2.112
-319	1.027	1.047	26.09	26.59	.205	.215	5.21	5.46	.1357	2.224
-320	1.088	1.112	27.64	28.24	.205	.215	5.21	5.46	.1425	2.335
-321	1.150	1.174	29.21	29.82	.205	.215	5.21	5.46	.1493	2.447
-322	1.213	1.237	30.81	31.42	.205	.215	5.21	5.46	.1561	2.558
-323	1.275	1.299	32.39	32.99	.205	.215	5.21	5.46	.1629	2.669
-324	1.338	1.362	33.99	34.59	.205	.215	5.21	5.46	.1697	2.781
-325	1.460	1.490	37.08	37.85	.205	.215	5.21	5.46	.1833	3.004
-326	1.585	1.615	40.26	41.02	.205	.215	5.21	5.46	.1970	3.228
-327	1.710	1.740	43.43	44.20	.205	.215	5.21	5.46	.2106	3.451
-328	1.835	1.865	46.61	47.37	.205	.215	5.21	5.46	.2242	3.674
-329	1.957	1.993	49.71	50.62	.205	.215	5.21	5.46	.2378	3.897
-330	2.082	2.118	52.88	53.80	.205	.215	5.21	5.46	.2514	4.120
-331	2.207	2.243	56.06	56.97	.205	.215	5.21	5.46	.2650	4.343
-332	2.332	2.368	59.23	60.15	.205	.215	5.21	5.46	.2786	4.565
-333	2.455	2.495	62.36	63.37	.205	.215	5.21	5.46	.2922	4.788
-334	2.580	2.620	65.53	66.55	.205	.215	5.21	5.46	.3058	5.011
-335	2.705	2.745	68.71	69.72	.205	.215	5.21	5.46	.3194	5.234
-336	2.830	2.870	71.88	72.90	.205	.215	5.21	5.46	.3330	5.457
-337	2.951	2.999	74.96	76.17	.205	.215	5.21	5.46	.3466	5.680
-338	3.076	3.124	78.13	79.35	.205	.215	5.21	5.46	.3602	5.903
-339	3.201	3.249	81.31	82.52	.205	.215	5.21	5.46	.3738	6.125
-340	3.326	3.374	84.48	85.70	.205	.215	5.21	5.46	.3874	6.348
-341	3.451	3.499	87.66	88.87	.205	.215	5.21	5.46	.4010	6.571
-342	3.572	3.628	90.73	92.15	.205	.215	5.21	5.46	.4146	6.796
-343	3.697	3.753	93.90	95.33	.205	.215	5.21	5.46	.4282	7.017
-344	3.822	3.878	97.08	98.50	.205	.215	5.21	5.46	.4418	7.240
-345	3.947	4.003	100.25	101.68	.205	.215	5.21	5.46	.4554	7.463
-346	4.072	4.128	103.43	104.85	.205	.215	5.21	5.46	.4690	7.686
-347	4.195	4.255	106.55	108.08	.205	.215	5.21	5.46	.4826	7.908
-348	4.320	4.380	109.73	111.25	.205	.215	5.21	5.46	.4962	8.131
-349	4.445	4.505	112.90	114.43	.205	.215	5.21	5.46	.5098	8.354
-350	4.570	4.630	116.08	117.60	.205	.215	5.21	5.46	.5234	8.577
-351	4.695	4.755	119.25	120.78	.205	.215	5.21	5.46	.5370	8.800
-352	4.820	4.880	122.43	123.95	.205	.215	5.21	5.46	.5506	9.023
-353	4.938	5.012	125.43	127.30	.205	.215	5.21	5.46	.5642	9.246
-354	5.063	5.137	128.60	130.46	.205	.215	5.21	5.46	.5778	9.468
-355	5.188	5.262	131.78	133.65	.205	.215	5.21	5.46	.5914	9.691
-356	5.313	5.387	134.95	136.83	.205	.215	5.21	5.46	.6050	9.914
-357	5.438	5.512	138.13	140.00	.205	.215	5.21	5.46	.6186	10.137
-358	5.563	5.637	141.30	143.18	.205	.215	5.21	5.46	.6322	10.360
-359	5.688	5.762	144.48	146.35	.205	.215	5.21	5.46	.6458	10.583
-360	5.813	5.887	147.65	149.53	.205	.215	5.21	5.46	.6594	10.806
-361	5.938	6.012	150.83	152.70	.205	.215	5.21	5.46	.6730	11.029
-362	6.185	6.265	157.10	159.13	.205	.215	5.21	5.46	.7002	11.474
-363	6.435	6.515	163.45	165.48	.205	.215	5.21	5.46	.7274	11.920
-364	6.685	6.765	169.80	171.83	.205	.215	5.21	5.46	.7546	12.366
-365	6.935	7.015	176.15	178.18	.205	.215	5.21	5.46	.7818	12.811
-366	7.180	7.270	182.37	184.66	.205	.215	5.21	5.46	.8090	13.257
-367	7.430	7.520	188.72	191.01	.205	.215	5.21	5.46	.8362	13.703
-368	7.680	7.770	195.07	197.36	.205	.215	5.21	5.46	.8634	14.149
-369	7.930	8.020	201.42	203.71	.205	.215	5.21	5.46	.8906	14.594
-370	8.175	8.275	207.65	210.19	.205	.215	5.21	5.46	.9178	15.040
-371	8.425	8.525	214.00	216.54	.205	.215	5.21	5.46	.9450	15.486
-372	8.675	8.775	220.35	222.89	.205	.215	5.21	5.46	.9722	15.932
-373	8.925	9.025	226.70	229.24	.205	.215	5.21	5.46	.9994	16.377
-374	9.170	9.280	232.92	235.71	.205	.215	5.21	5.46	1.0266	16.823
-375	9.420	9.530	239.27	242.06	.205	.215	5.21	5.46	1.0538	17.269
-376	9.670	9.780	245.62	248.41	.205	.215	5.21	5.46	1.0811	17.716
-377	9.920	10.030	251.97	254.76	.205	.215	5.21	5.46	1.1083	18.162
-378	10.415	10.535	264.54	267.59	.205	.215	5.21	5.46	1.1627	19.053
-379	10.915	11.035	277.24	280.29	.205	.215	5.21	5.46	1.2171	19.945
-380	11.410	11.540	289.81	293.12	.205	.215	5.21	5.46	1.2715	20.836
-381	11.910	12.040	302.51	305.82	.205	.215	5.21	5.46	1.3269	21.728
-382	12.910	13.040	327.91	331.22	.205	.215	5.21	5.46	1.4347	23.511
-383	13.905	14.045	353.19	356.74	.205	.215	5.21	5.46	1.5435	25.293
-384	14.905	15.045	378.59	382.14	.205	.215	5.21	5.46	1.6523	27.076
-385	15.880	16.030	403.35	407.16	.205	.215	5.21	5.46	1.7590	28.825
-386	16.875	17.035	428.63	432.69	.205	.215	5.21	5.46	1.8678	30.608
-387	17.870	18.040	453.90	458.22	.205	.215	5.21	5.46	1.9766	32.391
-388	18.865	19.045	479.17	483.74	.205	.215	5.21	5.46	2.0854	34.174
-389	19.860	20.050	504.44	509.27	.205	.215	5.21	5.46	2.1942	35.957
-390	20.860	21.050	529.84	534.67	.205	.215	5.21	5.46	2.3030	37.739
-391	21.855	22.055	555.12	560.20	.205	.215	5.21	5.46	2.4118	39.522
-392	22.835	23.045	580.01	585.34	.205	.215	5.21	5.46	2.5190	41.279
-393	23.830	24.050	605.26	610.87	.205	.215	5.21	5.46	2.6278	43.062
-394	24.825	25.055	630.56	636.40	.205	.215	5.21	5.46	2.7366	44.845
-395	25.820	26.060	655.83	661.92	.205	.215	5.21	5.46	2.8454	46.628
-425	4.442	4.508	112.83	114.50	.269	.281	6.83	7.14	.8863	14.524
-426	4.567	4.633	116.00	117.68	.269	.281	6.83	7.14	.9097	14.907
-427	4.692	4.758	119.18	120.85	.269	.281	6.83	7.14	.9330	15.289
-428	4.817	4.883	122.35	124.03	.269	.281	6.83	7.14	.9563	15.671
-429	4.938	5.012	125.43	127.30	.269	.281	6.83	7.14	.9796	16.053
-430	5.063	5.137	128.60	130.48	.269	.281	6.83	7.14	1.0030	16.436
-431	5.188	5.262	131.78	133.65	.269	.281	6.83	7.14	1.0263	16.818
-432	5.313	5.387	134.95	136.83	.269	.281	6.83	7.14	1.0496	17.200
-433	5.438	5.512	138.13	140.00	.269	.281	6.83	7.14	1.0729	17.582
-434	5.563	5.637	141.30	143.18	.269	.281	6.83	7.14	1.0963	17.965
-435	5.688	5.762	144.48	146.35	.269	.281	6.83	7.14	1.1196	18.347
-436	5.813	5.887	147.65	149.53	.269	.281	6.83	7.14	1.1429	18.729
-437	5.938	6.012	150.83	152.70	.269	.281	6.83	7.14	1.1662	19.111
-438	6.185	6.265	157.10	159.13	.269	.281	6.83	7.14	1.2129	19.876
-439	6.435	6.515	163.45	165.48	.269	.281	6.83	7.14	1.2595	20.640
-440	6.685	6.765	169.80	171.83	.269	.281	6.83	7.14	1.3062	21.405
-441	6.935	7.015	176.15	178.18	.269	.281	6.83	7.14	1.3528	22.168
-442	7.180	7.270	182.37	184.66	.269	.281	6.83	7.14	1.3995	22.934
-443	7.430	7.520	188.72	191.01	.269	.281	6.83	7.14	1.4461	23.697
-444	7.680	7.770	195.07	197.36	.269	.281	6.83	7.14	1.4928	24.463
-445	7.930	8.020	201.42	203.71	.269	.281	6.83	7.14	1.5394	25.226
-446	8.420	8.530	213.87	216.66	.269	.281	6.83	7.14	1.6327	26.755
-447	8.920	9.030	226.57	229.36	.269	.281	6.83	7.14	1.7260	28.284
-448	9.420	9.530	239.27	242.06	.269	.281	6.83	7.14	1.8193	29.813
-449	9.920	10.030	251.97	254.76	.269	.281	6.83	7.14	1.9126	31.342
-450	10.415	10.535	264.54	267.59	.269	.281	6.83	7.14	2.0059	32.871
-451	10.915	11.035	277.24	280.29	.269	.281	6.83	7.14	2.0992	34.400
-452	11.415	11.535	289.94	292.99	.269	.281	6.83	7.14	2.1925	35.929
-453	11.915	12.035	302.64	305.69	.269	.281	6.83	7.14	2.2858	37.458
-454	12.415	12.535	315.34	318.39	.269	.281	6.83	7.14	2.3791	38.987
-455	12.915	13.035	328.04	331.09	.269	.281	6.83	7.14	2.4724	40.515
-456	13.405	13.545	340.49	344.04	.269	.281	6.83	7.14	2.5657	42.044
-457	13.905	14.045	353.19	356.74	.269	.281	6.83	7.14	2.6590	43.573
-458	14.405	14.545	365.89	369.44	.269	.281	6.83	7.14	2.7523	45.102
-459	14.905	15.045	378.59	382.14	.269	.281	6.83	7.14	2.8456	46.631
-460	15.405	15.545	391.29	394.84	.269	.281	6.83	7.14	2.9389	48.160
-461	15.880	16.030	403.35	407.16	.269	.281	6.83	7.14	3.0285	49.628
-462	16.380	16.530	416.05	419.86	.269	.281	6.83	7.14	3.1218	51.157
-463	16.875	17.035	428.63	432.69	.269	.281	6.83	7.14	3.2151	52.686
-464	17.370	17.540	441.20	445.52	.269	.281	6.83	7.14	3.3084	54.215
-465	17.870	18.040	453.90	458.22	.269	.281	6.83	7.14	3.4017	55.744
-466	18.370	18.540	466.60	470.92	.269	.281	6.83	7.14	3.4950	57.273
-467	18.865	19.045	479.17	483.74	.269	.281	6.83	7.14	3.5883	58.802
-468	19.365	19.545	491.87	496.44	.269	.281	6.83	7.14	3.6816	60.331
-469	19.860	20.050	504.44	509.27	.269	.281	6.83	7.14	3.7749	61.860
